RACE_CATEGORY,LATIN,NON_US_CITIZEN,HH_AGE,MALE,GRAD_CATEGORY,MAR_CATEGORY,YNGKIDS,SENIORS,DISABLED,NUM_MEMBERS,INCOME,LN_INCOME,STAY_CATEGORY,HOUSE_AGE,UNIT_CATEGORY,NOGOODSCHOOL,NOGOODPTRNS,HIGH_PCRIME,HIGH_SCRIME,HIGH_RISK,RENT_CONTROL,HUD_CATEGORY,DIV4,COMPOSITE_HI2,INCOME_CATEGORY,WHITE,BLACK,ASIAN,OTHER_RACE,MARRIED,SEPARATED,NEVER_MARRIED,HUD_HOU,HUD_HCV,HUD_NON,ONE_FAMILY_HOUSE,APARTMENT,MOBILE_HOUSE,DIV4_1,DIV4_2,DIV4_3,DIV4_4,UNDSCHOOL,HIGHSCHOOL,COLLEGE,BACHELOR,MASTER,STAY_0_5,STAY_5_10,STAY_10_MORE
1,0,0,22.0,1,3,3,0,0,0,5,106000.0,11.571203807011969,1,81.0,1,0,0,0,0,1,0,3,1,0,3.0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,0,1,45.0,0,4,1,1,0,0,4,68000.0,11.127277689932466,2,51.0,1,0,1,0,0,0,0,3,1,0,3.0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,1,1,36.0,1,1,3,0,0,0,1,45000.0,10.714439990727769,1,81.0,2,0,0,0,0,0,0,3,1,0,3.0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
2,0,0,32.0,0,4,2,1,0,0,3,67000.0,11.112462823634855,1,91.0,2,0,0,0,0,0,0,3,1,0,3.0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0,1,26.0,1,2,3,0,0,0,1,40000.0,10.596659732783579,1,41.0,2,0,1,0,0,0,0,3,4,0,3.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,0,0,43.0,0,5,1,0,0,0,2,60000.0,11.002116507732017,1,51.0,1,0,0,1,1,0,0,3,3,0,3.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1,0,0,75.0,1,3,2,0,1,1,1,31000.0,10.34177474101152,1,61.0,2,0,0,1,0,0,0,1,1,1,3.0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1,0,0,61.0,0,2,2,0,0,0,4,69000.0,11.141876276228,1,31.0,3,0,1,0,0,0,0,3,3,0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1,0,0,54.0,0,4,2,0,0,0,2,60000.0,11.002116507732017,3,51.0,2,1,0,0,0,0,0,3,1,0,3.0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
3,0,0,34.0,1,4,1,1,0,0,3,78000.0,11.264476926102367,1,21.0,2,1,0,0,0,0,0,3,1,0,3.0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
2,0,0,55.0,1,2,1,0,0,0,2,41000.0,10.62135173563291,1,51.0,1,0,1,0,0,0,0,3,3,1,3.0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2,0,0,71.0,1,1,2,0,1,1,1,40030.0,10.597409432938644,3,61.0,2,0,0,0,0,0,0,2,3,0,3.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1,1,1,54.0,0,2,1,0,0,0,3,62000.0,11.034905792929415,2,61.0,1,0,0,0,0,0,0,3,3,0,3.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2,1,0,38.0,0,3,3,1,0,0,7,131300.0,11.785247676408115,1,101.0,1,0,1,1,0,1,0,3,1,1,3.0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,0,0,70.0,0,2,2,0,1,0,1,28900.0,10.27163147557801,2,51.0,2,0,0,0,0,0,0,1,1,1,3.0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0,0,22.0,0,4,3,0,0,0,3,79000.0,11.277215789596893,1,101.0,2,0,0,0,0,0,0,3,1,0,3.0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0,0,25.0,1,3,3,0,0,0,2,64000.0,11.06665398721974,1,101.0,1,0,0,0,0,1,0,3,1,0,3.0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,0,0,37.0,0,3,2,0,0,0,3,63200.0,11.05407540279458,1,61.0,2,0,0,1,1,0,0,3,1,0,3.0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1,0,0,72.0,1,2,3,0,1,0,1,26500.0,10.184937747111391,1,51.0,2,1,0,1,0,0,0,3,2,1,3.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1,0,0,52.0,0,4,2,0,0,0,2,48000.0,10.778977123006351,1,102.0,2,0,0,0,0,0,0,3,1,0,3.0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
1,1,0,38.0,0,1,1,1,0,0,4,60000.0,11.002116507732017,1,21.0,2,0,0,0,0,0,0,3,1,0,3.0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
4,0,0,41.0,1,3,3,0,0,0,2,54800.0,10.911463720944793,1,31.0,1,0,0,0,0,0,0,3,4,1,3.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,0,0,35.0,0,1,3,0,0,0,3,50000.0,10.819798284210286,2,102.0,1,0,0,1,0,0,0,3,2,0,3.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2,0,0,38.0,0,3,3,0,0,1,3,50000.0,10.819798284210286,2,102.0,2,0,0,0,0,0,0,2,1,0,3.0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1,0,0,67.0,0,5,2,0,1,0,1,38000.0,10.545367754151743,2,102.0,2,0,0,0,0,0,0,3,1,1,3.0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
1,0,0,62.0,1,2,1,0,0,1,2,38000.0,10.545367754151743,1,31.0,2,0,0,1,1,1,0,3,2,0,3.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
3,0,0,27.0,0,3,1,1,0,0,3,72000.0,11.184435286790631,1,51.0,2,0,0,0,0,0,0,3,4,0,3.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1,0,0,85.0,0,4,2,0,1,1,1,34700.0,10.454523783963511,1,3.0,2,0,0,0,0,0,0,3,2,0,3.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
2,0,0,35.0,0,4,1,0,0,1,7,100000.0,11.51293546492023,3,31.0,2,0,0,1,0,0,0,3,1,2,3.0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
3,0,1,42.0,1,5,1,0,0,0,4,60000.0,11.002116507732017,1,41.0,2,0,0,0,0,0,0,3,4,1,3.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
1,0,0,46.0,1,4,3,0,0,1,1,35000.0,10.463131911491967,1,31.0,2,0,0,0,0,0,0,3,1,0,3.0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
1,1,0,52.0,0,2,2,0,0,1,3,67000.0,11.112462823634855,1,61.0,2,0,0,1,1,0,0,3,4,2,3.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
2,0,0,30.0,1,3,1,0,0,0,4,79200.0,11.279744203985432,3,41.0,2,0,0,0,0,0,0,3,1,1,3.0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,1,64.0,1,1,1,0,0,0,3,76000.0,11.23850177707664,3,61.0,2,0,0,1,1,0,1,3,4,0,3.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1,0,0,62.0,1,5,3,0,0,0,1,43100.0,10.67130147767883,1,31.0,1,0,1,0,0,0,0,3,4,1,3.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1,1,0,44.0,1,2,1,1,0,0,6,133000.0,11.798111925972618,3,71.0,1,0,0,1,0,0,0,3,2,0,3.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
4,0,0,69.0,1,2,2,0,1,0,1,30400.0,10.322230781590136,1,41.0,2,0,0,0,0,0,0,1,3,0,3.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1,1,0,27.0,1,2,3,0,0,0,1,33600.0,10.422311107413181,1,61.0,2,1,0,1,1,0,0,3,2,0,3.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1,0,0,65.0,1,4,1,0,1,0,1,26400.0,10.181157167204903,1,31.0,2,0,0,0,0,0,0,3,3,1,3.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1,0,0,33.0,0,3,1,1,0,0,5,80600.0,11.297266335365645,2,51.0,1,0,0,0,0,0,0,2,2,0,3.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,1,0,33.0,1,3,3,0,0,0,1,50000.0,10.819798284210286,1,41.0,2,0,0,1,0,1,0,3,3,0,3.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
4,1,0,40.0,1,1,1,0,0,0,1,45000.0,10.714439990727769,1,51.0,2,0,0,1,0,1,0,3,3,2,3.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1,1,1,44.0,1,1,1,0,0,0,1,32000.0,10.373522431293592,1,21.0,2,0,0,1,0,1,0,3,3,0,3.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1,1,0,32.0,1,3,3,0,0,0,1,45000.0,10.714439990727769,1,21.0,2,0,0,0,0,1,0,3,3,1,3.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1,1,0,50.0,1,2,1,0,0,1,4,98000.0,11.49273296168228,1,71.0,1,0,1,1,1,0,0,3,4,0,3.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,0,0,27.0,1,3,1,1,0,0,4,60700.0,11.013715451376466,1,61.0,1,0,0,0,0,1,0,3,3,0,3.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2,0,0,45.0,0,3,1,0,0,0,2,38000.0,10.545367754151743,1,81.0,1,0,0,0,0,0,0,3,2,0,3.0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,1,0,27.0,1,3,3,0,0,1,1,35600.0,10.480129006333248,1,61.0,2,0,0,1,0,1,0,3,3,1,3.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1,1,0,63.0,1,1,1,0,1,1,2,42400.0,10.65492722584759,1,21.0,2,0,1,0,0,0,0,3,3,0,3.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2,0,0,60.0,0,3,1,0,0,1,5,76020.0,11.238764896889764,3,91.0,1,0,0,0,0,1,0,1,3,1,3.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,0,0,38.0,1,1,3,1,0,1,4,55000.0,10.915106645867503,1,41.0,1,0,1,0,0,0,0,3,4,0,3.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1,1,0,45.0,1,1,1,0,0,0,3,47000.0,10.757924157061597,3,71.0,1,1,0,1,1,0,0,3,3,0,3.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1,1,0,34.0,1,3,1,0,0,0,4,80000.0,11.289794413577894,1,51.0,2,0,0,0,0,0,0,3,4,0,3.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1,0,0,63.0,1,3,1,0,0,0,1,50000.0,10.819798284210286,1,101.0,2,0,1,0,0,0,0,3,2,0,3.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
2,0,0,20.0,0,3,1,1,0,0,3,45000.0,10.714439990727769,1,31.0,2,1,1,1,0,0,0,3,3,0,3.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1,0,0,22.0,0,3,3,0,0,0,2,70000.0,11.156264806643742,1,41.0,1,0,0,0,0,0,0,3,3,0,3.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1,0,0,27.0,0,4,1,1,0,1,5,118000.0,11.678448377988165,2,61.0,1,0,0,0,0,0,0,3,3,0,3.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2,0,0,48.0,0,3,3,0,0,1,2,56300.0,10.938467575959383,1,51.0,2,0,0,0,1,0,0,1,3,0,3.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
2,0,0,85.0,0,1,2,0,1,1,4,98600.0,11.498836682527127,3,101.0,1,0,0,0,0,0,0,3,3,0,3.0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1,1,1,32.0,1,1,3,0,0,0,1,30000.0,10.308985993422082,1,91.0,2,0,0,0,0,0,0,3,3,1,3.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1,1,1,57.0,1,1,1,0,0,0,4,82000.0,11.314486721293981,3,101.0,2,0,0,0,1,0,0,3,3,2,3.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1,0,0,71.0,1,3,2,0,1,1,2,34700.0,10.454523783963511,1,21.0,2,0,0,1,0,0,0,3,3,0,3.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
4,0,0,27.0,1,5,3,0,0,0,2,63000.0,11.050905878263567,1,51.0,2,0,0,0,0,0,0,3,4,0,3.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
1,0,0,30.0,1,3,3,0,0,0,2,44000.0,10.691967639914864,1,21.0,2,0,0,0,0,0,0,3,3,0,3.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
2,0,0,35.0,0,2,2,0,0,1,3,48000.0,10.778977123006351,1,31.0,1,0,0,1,1,0,0,2,1,0,3.0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1,1,0,18.0,0,1,3,1,0,0,3,45200.0,10.718874489469398,1,31.0,2,0,0,0,1,0,0,3,4,0,3.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
4,0,0,27.0,1,3,3,1,0,0,4,75000.0,11.225256725762893,1,41.0,1,0,0,1,1,0,0,3,1,0,3.0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,0,0,25.0,0,4,3,0,0,0,3,54800.0,10.911463720944793,1,102.0,2,0,1,0,0,0,0,3,1,1,3.0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0,0,48.0,1,3,3,0,0,0,1,30000.0,10.308985993422082,1,31.0,2,0,0,0,0,0,0,3,4,1,3.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1,0,0,31.0,1,2,3,0,0,0,1,30000.0,10.308985993422082,1,51.0,2,0,1,0,0,0,0,3,3,0,3.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1,0,0,60.0,0,3,2,1,0,0,5,125000.0,11.736077016252437,1,41.0,1,0,0,0,0,0,0,3,4,0,3.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,0,0,45.0,1,3,3,0,0,0,1,50000.0,10.819798284210286,1,61.0,1,0,0,0,0,0,0,3,4,0,3.0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,0,0,25.0,1,4,3,0,1,0,3,44500.0,10.703266939811954,1,61.0,2,0,1,0,0,0,0,3,3,0,3.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1,0,0,63.0,1,3,2,0,0,0,1,36600.0,10.50783084142058,1,51.0,2,0,0,0,0,1,0,3,3,0,3.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1,0,0,33.0,0,5,3,0,0,0,1,54000.0,10.896757843893464,1,102.0,2,0,0,0,0,0,0,3,1,0,3.0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
1,1,0,38.0,1,1,2,0,0,0,2,60000.0,11.002116507732017,1,71.0,1,1,0,1,0,0,0,3,1,0,3.0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,0,0,30.0,1,4,1,1,0,0,3,65000.0,11.082157933374816,1,41.0,1,0,1,0,0,0,0,3,1,0,3.0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1,1,0,37.0,1,2,1,1,0,0,4,102000.0,11.532737896139919,1,31.0,2,0,1,0,0,0,0,3,1,3,3.0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
1,1,1,34.0,0,2,1,0,0,0,6,84600.0,11.345701365855424,2,51.0,1,0,1,1,0,0,0,3,1,0,3.0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0,1,35.0,1,4,1,0,0,0,3,52800.0,10.874285408908944,1,21.0,2,0,0,0,0,0,0,3,1,0,3.0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0,0,45.0,1,5,1,0,0,0,5,108500.0,11.59451466851004,1,11.0,1,0,1,1,0,0,0,3,3,0,3.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1,1,0,70.0,0,1,1,0,1,1,4,59900.0,11.000448478455008,2,102.0,2,0,0,0,0,0,0,3,1,0,3.0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
