RACE_CATEGORY,LATIN,NON_US_CITIZEN,HH_AGE,MALE,GRAD_CATEGORY,MAR_CATEGORY,YNGKIDS,SENIORS,DISABLED,NUM_MEMBERS,INCOME,LN_INCOME,STAY_CATEGORY,HOUSE_AGE,UNIT_CATEGORY,NOGOODSCHOOL,NOGOODPTRNS,HIGH_PCRIME,HIGH_SCRIME,HIGH_RISK,RENT_CONTROL,HUD_CATEGORY,DIV4,COMPOSITE_HI2,INCOME_CATEGORY,WHITE,BLACK,ASIAN,OTHER_RACE,MARRIED,SEPARATED,NEVER_MARRIED,HUD_HOU,HUD_HCV,HUD_NON,ONE_FAMILY_HOUSE,APARTMENT,MOBILE_HOUSE,DIV4_1,DIV4_2,DIV4_3,DIV4_4,UNDSCHOOL,HIGHSCHOOL,COLLEGE,BACHELOR,MASTER,STAY_0_5,STAY_5_10,STAY_10_MORE
2,0,0,40.0,0,3,3,0,0,0,3,21000.0,9.952325334619427,2,71.0,2,0,1,1,1,1,0,1,3,3,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2,0,0,47.0,1,2,2,0,0,0,4,900.0,6.803505257608338,2,91.0,1,1,0,1,1,0,0,3,3,3,1.0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2,0,0,60.0,0,3,1,0,1,0,4,20000.0,9.90353755128617,3,61.0,2,0,0,1,1,0,1,3,3,3,1.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1,1,1,21.0,1,2,1,1,0,0,3,19200.0,9.862717639992917,1,91.0,2,0,0,0,0,0,0,3,3,2,1.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
2,0,0,59.0,0,1,3,0,0,0,2,8990.0,9.103979355984773,3,71.0,2,1,0,1,1,0,0,1,3,0,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1,0,0,58.0,0,1,2,0,0,1,1,9600.0,9.169622538697624,3,102.0,2,1,1,1,1,0,0,1,3,3,1.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2,0,0,64.0,0,2,2,0,0,0,1,6300.0,8.748463629942055,2,41.0,2,0,0,1,0,0,0,2,3,1,1.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
2,0,0,78.0,0,2,2,0,1,1,2,2200.0,7.696667081526462,2,51.0,2,0,0,1,0,0,0,3,3,2,1.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
2,0,0,85.0,0,3,2,0,1,1,1,0.0,0.0,3,51.0,2,0,0,0,0,0,0,3,1,2,1.0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
4,1,0,77.0,0,3,2,0,1,1,1,10030.0,9.213435576883485,3,61.0,2,1,0,0,0,0,0,1,4,1,1.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1,0,0,45.0,1,3,2,0,0,0,2,12000.0,9.392745258631441,1,61.0,1,0,1,1,0,0,0,3,1,1,1.0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,0,0,74.0,1,3,3,0,1,0,1,1230.0,7.115582126184454,1,41.0,2,0,0,0,0,0,0,3,3,2,1.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
2,0,0,23.0,0,1,3,1,0,0,4,500.0,6.2166061010848646,1,102.0,2,0,0,1,1,0,0,1,1,3,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
2,0,0,60.0,0,2,3,0,0,1,2,4860.0,8.488999457045455,1,21.0,1,0,0,0,0,0,0,2,3,1,1.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,0,0,31.0,1,5,3,0,0,0,1,0.0,0.0,1,91.0,1,1,1,1,0,0,0,3,1,3,1.0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
3,0,1,27.0,1,4,3,0,0,0,1,0.0,0.0,1,102.0,2,1,0,1,0,0,0,3,1,2,1.0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0,0,22.0,0,4,3,0,0,0,1,0.0,0.0,1,2.0,2,0,0,0,0,0,0,3,3,3,1.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1,0,0,71.0,1,1,2,0,1,0,1,12600.0,9.441531454869693,2,41.0,2,0,0,0,0,0,0,1,1,1,1.0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,0,37.0,1,4,2,0,0,0,3,0.0,0.0,2,41.0,1,0,0,0,0,0,0,3,4,2,1.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2,1,1,40.0,1,4,2,0,0,0,1,0.0,0.0,1,71.0,2,0,1,0,0,0,0,3,3,2,1.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
2,0,0,49.0,0,3,2,1,0,0,6,10500.0,9.259225769705994,1,21.0,2,0,0,0,0,0,0,2,3,0,1.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1,0,0,63.0,0,1,2,0,0,1,1,9800.0,9.19023970026918,3,71.0,2,1,0,1,0,0,0,1,3,0,1.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1,0,1,71.0,1,4,2,0,1,0,1,9600.0,9.169622538697624,1,51.0,2,0,0,1,0,0,0,2,3,0,1.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1,1,0,38.0,0,2,1,0,0,0,4,18200.0,9.809231816610408,1,21.0,1,0,0,0,0,0,0,3,3,1,1.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
3,0,0,66.0,0,1,2,0,1,1,1,10000.0,9.210440366976517,3,81.0,1,0,0,0,0,0,0,3,1,2,1.0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1,0,0,57.0,1,3,3,0,0,0,1,0.0,0.0,1,61.0,3,0,0,0,0,0,0,3,1,2,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
2,0,0,30.0,1,1,3,0,0,1,2,960.0,6.8679744089702925,2,11.0,1,0,0,0,0,0,0,2,3,2,1.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
3,0,0,73.0,0,1,2,0,1,1,1,8400.0,9.036106025364846,1,71.0,2,0,1,0,0,0,0,1,1,1,1.0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1,0,0,24.0,0,1,3,0,0,0,1,0.0,0.0,1,101.0,2,0,0,0,0,0,0,3,1,2,1.0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1,1,1,35.0,0,1,1,1,0,0,5,23000.0,10.043292972227004,2,81.0,2,0,0,0,0,0,0,1,1,0,1.0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,0,85.0,0,2,2,0,1,1,1,1170.0,7.065613363597717,3,21.0,2,0,1,0,0,0,0,2,3,2,1.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1,1,0,37.0,0,2,1,1,0,0,4,26000.0,10.165890277802454,2,101.0,2,0,1,0,0,0,0,3,1,2,1.0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
1,1,0,80.0,0,1,2,0,1,1,1,9600.0,9.169622538697624,3,51.0,2,0,0,0,0,0,0,1,1,2,1.0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1,1,0,61.0,0,3,1,0,0,1,1,0.0,0.0,1,61.0,1,0,0,1,0,0,0,3,3,2,1.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2,0,0,58.0,0,1,2,0,0,0,2,9500.0,9.15915233520675,2,21.0,1,0,0,1,0,1,0,1,3,1,1.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,0,0,70.0,1,5,2,0,1,0,1,800.0,6.68586094706836,3,81.0,2,0,0,0,0,0,1,2,1,2,1.0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,0,71.0,0,4,2,0,1,0,1,12400.0,9.425532393502772,1,102.0,2,0,0,0,0,0,0,2,1,2,1.0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
2,0,0,80.0,0,3,2,0,1,0,5,12400.0,9.425532393502772,3,81.0,1,0,0,0,0,0,1,3,1,3,1.0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,0,0,63.0,0,2,2,0,0,1,2,6000.0,8.699681400989514,1,102.0,1,0,0,1,1,0,0,2,3,2,1.0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2,0,0,75.0,0,1,3,0,1,1,1,2260.0,7.72356247227797,2,21.0,2,0,1,0,0,0,0,2,3,2,1.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1,0,0,35.0,0,1,3,0,0,0,4,10800.0,9.287394001418473,1,21.0,1,0,0,0,0,0,0,2,1,2,1.0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,1,0,52.0,1,2,1,0,0,0,6,9020.0,9.107310471656639,3,102.0,2,0,0,0,0,0,0,3,1,2,1.0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1,1,0,62.0,1,4,3,0,0,0,1,12000.0,9.392745258631441,3,61.0,2,0,0,0,0,0,0,1,4,0,1.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2,0,0,75.0,1,1,3,0,1,0,1,9800.0,9.19023970026918,2,51.0,2,0,0,0,0,0,0,2,3,0,1.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
4,0,1,33.0,0,1,3,0,0,0,4,130.0,4.875197323201151,1,61.0,2,0,0,1,0,0,0,1,4,2,1.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1,1,0,75.0,1,1,1,0,1,1,3,2180.0,7.687538766201629,1,102.0,2,0,0,0,0,0,0,3,1,3,1.0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
2,0,0,70.0,1,2,2,0,1,0,1,2600.0,7.8636512654486515,3,51.0,2,0,0,1,0,0,0,2,4,2,1.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,1,1,50.0,0,4,2,0,0,0,1,0.0,0.0,1,51.0,2,0,0,1,0,0,0,3,4,2,1.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
1,1,1,68.0,0,1,2,0,1,0,3,18600.0,9.83097062169695,3,101.0,2,0,0,1,0,0,1,2,1,1,1.0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1,1,0,40.0,0,3,3,0,0,1,2,18000.0,9.798182590890704,1,61.0,2,0,0,0,0,0,0,3,1,2,1.0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
2,0,0,85.0,1,2,2,0,1,1,1,12120.0,9.402694764470512,1,71.0,2,0,0,0,0,0,0,2,4,1,1.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
2,0,0,63.0,1,2,2,0,0,0,1,0.0,0.0,2,81.0,2,0,0,1,1,0,0,2,4,2,1.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1,0,0,53.0,1,2,3,0,0,0,1,0.0,0.0,2,51.0,2,0,1,0,0,0,0,3,1,3,1.0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
1,1,0,69.0,0,1,1,0,1,1,1,9500.0,9.15915233520675,3,91.0,2,0,0,0,0,0,0,2,1,1,1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1,0,0,31.0,1,2,3,0,0,1,1,9550.0,9.164401140034737,1,21.0,2,0,0,0,0,0,0,2,4,1,1.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
2,0,0,35.0,0,3,3,1,0,0,3,380.0,5.942799375126701,1,61.0,1,0,0,0,0,0,0,2,1,2,1.0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
3,0,0,85.0,0,2,2,0,1,1,1,12000.0,9.392745258631441,3,11.0,2,1,1,0,0,0,0,1,4,0,1.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,1,0,66.0,1,2,3,0,1,0,1,0.0,0.0,3,71.0,2,0,0,0,0,0,1,2,1,2,1.0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
3,0,1,41.0,1,5,1,1,0,0,6,1000.0,6.90875477931522,1,21.0,2,0,1,0,0,0,0,3,1,2,1.0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
1,0,0,64.0,1,2,3,0,0,1,1,1100.0,7.00397413672268,2,41.0,1,0,0,0,0,0,0,1,3,2,1.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0,0,42.0,1,3,2,0,0,1,1,10770.0,9.28461261635077,2,21.0,1,0,0,0,0,0,0,3,2,2,1.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,0,0,41.0,0,3,3,0,0,1,1,12800.0,9.45727857185611,2,61.0,2,0,1,0,0,0,0,1,3,1,1.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2,0,0,61.0,0,2,3,0,0,0,1,9500.0,9.15915233520675,2,51.0,1,0,1,0,0,0,0,2,3,2,1.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0,0,26.0,1,2,3,1,0,0,6,28000.0,10.239995502805316,1,81.0,1,0,1,1,1,0,0,3,2,1,1.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2,0,0,46.0,1,2,3,0,0,0,3,15800.0,9.6678285081515,1,41.0,2,0,0,1,1,0,0,1,3,0,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1,1,0,40.0,0,2,2,0,0,0,3,0.0,0.0,2,71.0,1,0,0,0,0,0,0,3,3,2,1.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0,0,52.0,0,1,3,0,0,0,1,0.0,0.0,3,101.0,1,1,0,0,0,0,0,3,4,2,1.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1,0,0,80.0,0,1,2,0,1,1,1,1100.0,7.00397413672268,2,81.0,1,1,1,0,0,1,0,2,3,2,1.0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2,0,0,25.0,0,3,3,0,0,1,1,9600.0,9.169622538697624,2,71.0,2,0,1,0,0,0,0,1,3,3,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1,1,0,45.0,0,2,3,0,0,0,3,10900.0,9.296609807128359,3,11.0,1,0,0,0,0,0,0,2,3,3,1.0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,0,0,61.0,0,3,2,0,0,1,1,8200.0,9.012011377036412,3,102.0,2,0,1,0,0,0,0,2,4,2,1.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1,0,0,37.0,0,2,1,0,0,0,5,22400.0,10.016860879703811,1,61.0,2,0,1,0,0,0,0,1,3,0,1.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1,1,0,28.0,1,1,1,1,0,0,5,29000.0,10.275085591132715,1,81.0,2,0,1,1,1,0,0,3,3,2,1.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1,0,0,48.0,0,4,2,0,0,1,1,9000.0,9.105090961257085,1,71.0,2,0,1,0,0,0,0,1,2,2,1.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
1,1,0,39.0,0,2,2,0,0,0,3,9000.0,9.105090961257085,1,61.0,1,0,0,1,0,1,0,3,3,1,1.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2,0,0,59.0,0,2,3,0,0,0,2,1180.0,7.074116816197362,1,101.0,1,0,1,0,0,0,0,2,3,2,1.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,1,0,73.0,0,3,2,0,1,0,1,9500.0,9.15915233520675,2,51.0,1,0,0,0,0,0,0,1,3,0,1.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,0,0,33.0,0,2,2,0,0,0,1,0.0,0.0,1,41.0,2,0,1,0,0,0,0,1,3,3,1.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1,0,0,39.0,0,3,1,0,0,0,3,19200.0,9.862717639992917,2,51.0,2,0,0,1,0,1,0,3,3,2,1.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1,1,0,59.0,1,1,2,0,0,1,1,10000.0,9.210440366976517,2,31.0,2,0,0,0,0,0,0,3,4,2,1.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
2,0,0,77.0,0,1,2,0,1,0,1,1880.0,7.53955882930103,3,71.0,1,0,0,1,0,1,0,2,3,2,1.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1,1,1,38.0,1,1,3,0,0,1,5,0.0,0.0,2,21.0,1,0,1,0,0,0,0,3,3,3,1.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,1,1,55.0,1,1,1,1,0,1,11,18000.0,9.798182590890704,1,61.0,1,0,0,1,0,0,0,3,4,3,1.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1,1,0,38.0,0,2,3,1,0,0,3,5200.0,8.556606193773073,2,61.0,2,0,0,0,0,1,0,1,3,3,1.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0,0,56.0,0,1,2,0,0,1,1,790.0,6.673297967767654,1,71.0,2,0,0,1,0,0,0,1,4,2,1.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1,1,0,41.0,0,1,1,1,0,0,7,32000.0,10.373522431293592,1,61.0,1,0,0,0,0,0,0,3,2,2,1.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2,0,0,39.0,0,1,3,0,0,0,4,12400.0,9.425532393502772,2,51.0,2,0,0,0,1,0,0,1,3,3,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1,1,1,69.0,1,1,2,0,1,0,1,11000.0,9.305741456739435,1,21.0,2,0,1,0,0,0,0,1,3,0,1.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1,1,1,32.0,0,4,3,1,0,0,6,5100.0,8.537191877922927,1,61.0,2,1,0,1,1,1,0,3,3,3,1.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
2,0,0,23.0,0,3,3,0,0,0,1,0.0,0.0,1,101.0,2,0,0,1,1,0,0,2,2,2,1.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1,1,0,44.0,0,2,3,0,0,1,5,3000.0,8.006700845440367,1,61.0,2,0,0,0,0,1,0,2,3,2,1.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
2,0,0,85.0,1,1,2,0,1,1,2,12400.0,9.425532393502772,3,71.0,2,0,0,0,0,1,0,2,3,1,1.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1,1,1,44.0,1,1,1,1,0,0,5,9600.0,9.169622538697624,1,102.0,2,0,0,0,0,0,0,3,1,3,1.0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1,0,0,80.0,0,3,2,0,1,1,1,11400.0,9.34145634983372,3,51.0,2,0,0,0,0,0,0,2,2,0,1.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1,1,0,40.0,0,2,3,0,0,0,2,0.0,0.0,2,51.0,2,0,0,0,0,0,0,2,1,2,1.0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0,0,68.0,1,1,2,0,1,0,1,11000.0,9.305741456739435,3,21.0,2,0,0,0,0,0,0,3,1,2,1.0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2,0,0,43.0,1,2,1,0,0,0,4,13420.0,9.504575923397805,1,71.0,1,0,1,1,0,0,0,3,3,3,1.0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2,0,0,39.0,0,1,2,1,0,0,4,16000.0,9.680406499268875,1,51.0,2,0,0,1,0,1,0,3,3,3,1.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2,0,0,46.0,0,1,2,0,0,0,1,11950.0,9.388570235866881,1,51.0,2,0,1,0,0,1,0,1,3,0,1.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2,0,0,85.0,0,1,2,0,1,1,1,2400.0,7.783640596221253,3,21.0,2,0,0,0,0,0,0,1,3,2,1.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
